from_user,to_user
415234307,968558654
16069423,394491103
374093116,394491103
337314851,394491103
807695216,394491103
387239460,79449809
201365476,394491103
192739122,392560870
315216381,221109581
1316681978,394491103
1250480455,474447762
270998032,1140688016
305248496,256209552
1122621326,394491103
1365208590,394491103
582069947,394491103
496597728,394491103
285157746,181278085
1342719494,390701228
385734266,394491103
591963842,394491103
257153481,394491103
808773516,394491103
212074850,394491103
1321429316,394491103
61845299,394491103
1027876153,394491103
633455582,394491103
393712607,51863423
64478978,42967433
301888899,394491103
194321292,394491103
390701228,1342719494
385700393,394491103
336053544,394491103
452576906,394491103
454658962,394491103
229570481,394491103
42967433,64478978
101192549,208733086
360308256,394491103
1325782146,394491103
1072439216,394491103
88300206,43775786
50751413,37412575
336053544,394491103
1100255802,394491103
635175407,394491103
32941396,394491103
582838643,394491103
1027876153,394491103
527812559,394491103
22750589,731352336
336053544,394491103
363332374,394491103
434658676,394491103
565105827,394491103
102260688,394491103
548195259,394491103
223129420,368269692
443204584,394491103
374093116,374093116
463894893,394491103
214326913,394491103
275941623,394491103
63402652,28807930
482609113,394491103
546864838,394491103
318494219,223587310
588640557,15976697
336053544,394491103
282242155,30161718
389914094,394491103
106895318,394491103
1158836072,394491103
217927266,394491103
26090003,394491103
586258441,394491103
834171060,394491103
51863423,393712607
336053544,394491103
355262438,394491103
707960208,394491103
99063726,18809812
22157400,394491103
901513116,394491103
1262805708,394491103
