Pos,Game,Platform,Year,Genre,Publisher,North America,Europe,Japan,Rest of World,Global
6098,Percy Jackson and the Olympians: The Lightning Thief,DS,2008,Fighting,Midway Games,0.1,0.09,0,0.03,0.22
6099,TNA iMPACT!,PS2,2011,Sports,Activision,0.19,0.01,0,0.02,0.22
6100,Cabela's Big Game Hunter 2012,X360,2004,Action,Electronic Arts,0.17,0.05,0,0.01,0.22
6101,Def Jam: Fight for NY,GC,2005,Action,Sega,0.11,0.09,0,0.03,0.22
6102,Spartan: Total Warrior,PS2,2001,Misc,Takara,0.16,0.06,0,0,0.22
6103,EX Monopoly,GBA,2006,Action,THQ,0.2,0.01,0,0.02,0.22
6104,The Outfit,X360,2011,Action,Namco Bandai Games,0,0,0.22,0,0.22
6105,Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack,PS3,2006,Racing,THQ,0.2,0.01,0,0.02,0.22
6106,Cars,X360,2012,Action,Sega,0.1,0.1,0,0.02,0.22
6107,Sonic & Sega All-Stars Racing Transformed ,WiiU,1997,Misc,Namco Bandai Games,0,0,0.22,0,0.22
6108,64 de Hakken! Tamagotchi Minna de Tamagotchi World,N64,2009,Racing,Activision,0.12,0.08,0,0.02,0.22
6109,Dreamworks Madagascar Kartz,X360,2009,Puzzle,THQ,0.21,0,0,0.02,0.22
6110,Are You Smarter than a 5th Grader? Game Time,DS,2003,Misc,Acclaim Entertainment,0.17,0.04,0,0.01,0.22
6111,Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,GC,1981,Shooter,20th Century Fox Video Games,0.21,0.01,0,0,0.22
6112,Deadly Duck,2600,1982,Action,Bomb,0.21,0.01,0,0,0.22
6113,Assault,2600,1981,Action,Parker Bros.,0.21,0.01,0,0,0.22
6114,Reactor,2600,2007,Action,Namco Bandai Games,0,0,0.22,0,0.22
6115,Gundam Battle Chronicle,PSP,2010,Action,Warner Bros. Interactive Entertainment,0.15,0.06,0,0.02,0.22
6116,The Lord of the Rings: Aragorn's Quest,Wii,2004,Shooter,SCi,0.17,0.05,0,0.01,0.22
6117,Conflict: Vietnam,XB,2011,Action,Electronic Arts,0.1,0.08,0,0.04,0.22
6118,Harry Potter and the Deathly Hallows - Part 2,PS3,2002,Sports,Crave Entertainment,0.11,0.09,0,0.03,0.22
6119,Whirl Tour,PS2,2004,Shooter,Namco Bandai Games,0.11,0.09,0,0.03,0.22
6120,Time Crisis: Crisis Zone,PS2,2005,Misc,Hudson Soft,0,0,0.22,0,0.22
6121,Momotarou Dentetsu 15,PS2,2010,Platform,D3Publisher,0.13,0.07,0,0.02,0.22
6122,Ben 10 Ultimate Alien: Cosmic Destruction,PS2,N/A,Puzzle,Unknown,0.19,0.02,0,0.02,0.22
6123,Bejeweled 3,DS,2011,Action,Activision,0.1,0.09,0,0.02,0.22
6124,Transformers: Dark of the Moon,X360,2007,Sports,Activision,0.2,0,0,0.02,0.22
6125,Tony Hawk's Proving Ground,DS,2002,Role-Playing,Atari,0.17,0.04,0,0.01,0.22
6126,Skies of Arcadia Legends,GC,2005,Misc,Midway Games,0.2,0,0,0.02,0.22
6127,Midway Arcade Treasures: Extended Play,PSP,2008,Racing,Capcom,0.01,0.17,0,0.04,0.22
6128,MotoGP 08,PS2,2011,Action,Level 5,0,0,0.22,0,0.22
6129,Danball Senki Boost,PSP,N/A,Sports,Unknown,0.2,0,0,0.02,0.22
6130,Tony Hawk's Downhill Jam,Wii,2008,Racing,Black Bean Games,0.1,0.1,0,0.02,0.22
6131,SBK Superbike World Championship,PS3,2011,Role-Playing,Nintendo,0.05,0.08,0.08,0.02,0.22
6132,Pandora's Tower,Wii,2001,Role-Playing,Ubisoft,0.11,0.04,0.06,0,0.22
6133,Breath of Fire,GBA,2005,Action,Ubisoft,0.19,0.02,0,0.02,0.22
6134,Peter Jackson's King Kong: The Official Game of the Movie,X360,2011,Misc,Ubisoft,0.16,0.04,0,0.02,0.22
6135,The Smurfs: Dance Party,Wii,2005,Racing,Global Star,0.11,0.09,0,0.03,0.22
6136,Ford vs. Chevy,PS2,2011,Action,Capcom,0,0,0.22,0,0.22
6137,Sengoku Basara 3 Utage,PS3,2009,Action,Activision,0.13,0.07,0,0.02,0.22
6138,Indiana Jones and the Staff of Kings,DS,2004,Sports,Electronic Arts,0.17,0.04,0,0.01,0.22
6139,NCAA Football 2005,GC,2004,Sports,Nintendo,0.16,0.06,0,0,0.22
6140,Hamtaro: Ham-Ham Games,GBA,2010,Action,THQ,0.18,0.03,0,0.02,0.22
6141,Marvel Super Hero Squad: The Infinity Gauntlet,Wii,2005,Action,THQ,0.16,0.06,0,0,0.22
6142,Danny Phantom: The Ultimate Enemy,GBA,2011,Role-Playing,Bethesda Softworks,0.11,0.09,0,0.02,0.22
6143,Hunted: The Demon's Forge,X360,2005,Action,Take-Two Interactive,0.2,0,0,0.02,0.22
6144,NBA 2K6,X360,2011,Simulation,Activision,0.21,0,0,0.02,0.22
6145,Wappy Dog,DS,1981,Action,Atari,0.21,0.01,0,0,0.22
6146,Crazy Climber,2600,1992,Platform,Hudson Soft,0,0,0.22,0,0.22
6147,Super Adventure Island,SNES,2010,Sports,Ubisoft,0.12,0.08,0,0.02,0.22
6148,Racquet Sports,Wii,1998,Puzzle,Acclaim Entertainment,0.12,0.08,0,0.01,0.22
6149,Bust-A-Move 4,PS,1996,Sports,Acclaim Entertainment,0.12,0.08,0,0.01,0.22
6150,NFL Quarterback Club 97,PS,2004,Fighting,Namco Bandai Games,0.03,0.02,0.17,0.01,0.22
6151,Galactic Wrestling: Featuring Ultimate Muscle,PS2,2002,Shooter,Capcom,0.07,0.06,0.08,0.02,0.22
6152,Dino Stalker,PS2,2010,Action,Activision,0.11,0.08,0,0.02,0.22
6153,Spider-Man: Shattered Dimensions,Wii,2003,Action,Namco Bandai Games,0,0,0.22,0,0.22
6154,Mobile Suit Gundam Seed,PS2,2012,Shooter,Sony Computer Entertainment,0.11,0.08,0.02,0.02,0.22
6155,Resistance: Burning Skies,PSV,2006,Role-Playing,Konami Digital Entertainment,0.17,0,0.04,0.01,0.22
6156,Lunar Knights,DS,2008,Simulation,Ubisoft,0.2,0,0,0.02,0.22
6157,Petz: Crazy Monkeyz,Wii,2004,Platform,Capcom,0.16,0.06,0,0,0.22
6158,Mega Man Zero 3,GBA,2009,Adventure,THQ,0.14,0.06,0,0.03,0.22
6159,Up,PS3,2008,Simulation,GSP,0.2,0,0,0.02,0.22
6160,I Love Horses,DS,1999,Sports,Mattel Interactive,0.12,0.08,0,0.01,0.22
6161,Barbie Super Sports,PS,2004,Misc,N/A,0.16,0.06,0,0,0.22
6162,Nicktoons Collection: Game Boy Advance Video Volume 2,GBA,2009,Simulation,Ubisoft,0.14,0.06,0,0.02,0.22
6163,Imagine: Zookeeper,DS,2011,Misc,Activision,0.2,0,0,0.02,0.22
6164,Wipeout 2,X360,2007,Sports,Capcom,0.18,0,0.03,0.01,0.22
6165,We Love Golf!,Wii,2004,Misc,Atari,0.16,0.06,0,0,0.22
6166,Duel Masters: Kaijudo Showdown,GBA,2004,Role-Playing,Electronic Arts,0.16,0.06,0,0,0.22
6167,The Lord of the Rings: The Third Age,GBA,2008,Sports,Activision,0.2,0,0,0.02,0.22
6168,Rapala's Fishing Frenzy,Wii,2005,Sports,Electronic Arts,0.2,0,0,0.02,0.22
6169,NBA Street: Showdown,PSP,2004,Action,Midway Games,0.16,0.05,0,0.01,0.22
6170,The Suffering,XB,2002,Puzzle,THQ,0.17,0.04,0,0.01,0.22
6171,Tetris Worlds,GC,1996,Sports,Imagineer,0,0,0.22,0,0.22
6172,Chou-Kuukan Night Pro Yakyuu King(higher JP sales),N64,2000,Puzzle,Namco Bandai Games,0.18,0.04,0,0,0.22
6173,Ms. Pac-Man: Maze Madness,N64,2000,Action,Capcom,0.14,0.03,0.05,0,0.22
6174,Mega Man 64,N64,2000,Fighting,Acclaim Entertainment,0.18,0.04,0,0,0.22
6175,ECW Hardcore Revolution,N64,1999,Action,GT Interactive,0.18,0.04,0,0,0.22
6176,Rampage 2: Universal Tour,N64,2009,Role-Playing,Namco Bandai Games,0,0,0.22,0,0.22
6177,Tales of Graces,Wii,2012,Action,Sony Computer Entertainment,0.15,0.03,0.02,0.02,0.22
6178,Starhawk,PS3,2006,Sports,Activision,0.2,0,0,0.02,0.22
6179,Tony Hawk's Downhill Jam,DS,2004,Action,Capcom,0.17,0.04,0,0.01,0.22
6180,Viewtiful Joe 2,GC,2002,Misc,Acclaim Entertainment,0.11,0.08,0,0.03,0.22
6181,Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,PS2,1996,Sports,Acclaim Entertainment,0.12,0.08,0,0.01,0.22
6182,NBA Jam Extreme,PS,2010,Action,Konami Digital Entertainment,0.11,0.08,0,0.02,0.22
6183,Beyblade: Metal Masters,DS,N/A,Shooter,Unknown,0.2,0,0,0.02,0.22
6184,Singularity,X360,2011,Misc,Ubisoft,0.2,0,0,0.02,0.22
6185,Just Dance Kids 2,Wii,2007,Racing,Electronic Arts,0.14,0.05,0,0.03,0.22
6186,NASCAR 08,PS3,2005,Adventure,Electronic Arts,0.2,0.01,0,0.02,0.22
6187,Harry Potter and the Goblet of Fire,DS,2002,Misc,Infogrames,0.16,0.05,0,0.01,0.22
6188,Nickelodeon Party Blast,XB,2008,Simulation,505 Games,0.2,0,0,0.02,0.22
6189,Hotel for Dogs,DS,1998,Sports,Fox Interactive,0.12,0.08,0,0.01,0.22
6190,NHL Championship 2000,PS,2012,Misc,Activision,0.01,0.17,0,0.03,0.22
6191,Moshi Monsters: Moshlings Theme Park,DS,2004,Shooter,Eidos Interactive,0.16,0.05,0,0.01,0.22
6192,ShellShock: Nam '67,XB,2011,Sports,Home Entertainment Suppliers,0.07,0.13,0,0.03,0.22
6193,Jonah Lomu Rugby Challenge,X360,1998,Strategy,Konami Digital Entertainment,0.05,0.03,0.12,0.01,0.22
6194,Kartia: The Word of Fate,PS,2009,Sports,Activision Value,0.2,0,0,0.02,0.22
6195,Cabela's Outdoor Adventures (2009),X360,2001,Sports,Acclaim Entertainment,0.17,0.04,0,0.01,0.22
6196,All-Star Baseball 2002,GC,2004,Role-Playing,505 Games,0.11,0.08,0,0.03,0.22
6197,Magna Carta: Tears of Blood,PS2,2011,Shooter,Wargaming.net,0,0.17,0,0.04,0.22
6198,World of Tanks,PC,2010,Racing,THQ,0.14,0.06,0,0.02,0.22
6199,Hot Wheels: Track Attack,DS,2001,Simulation,Asmik Corp,0.11,0.08,0,0.03,0.22
6200,Lethal Skies Elite Pilot: Team SW,PS2,2000,Fighting,Virgin Interactive,0,0,0.22,0,0.22
6201,Capcom vs. SNK,DC,2012,Role-Playing,Electronic Arts,0.11,0.08,0,0.03,0.22
6202,Kingdoms of Amalur: Reckoning,PC,2008,Sports,Electronic Arts,0.2,0,0,0.02,0.22
6203,NCAA Football 09,PSP,2009,Role-Playing,Nippon Ichi Software,0.08,0,0.12,0.01,0.22
6204,Disgaea 2: Dark Hero Days,PSP,2008,Misc,Namco Bandai Games,0,0,0.22,0,0.22
6205,Tamagotchi no KiraKira Omisecchi,DS,2007,Action,Ubisoft,0.19,0.01,0,0.02,0.22
6206,Tom Clancy's Splinter Cell: Double Agent,PS3,2009,Action,Electronic Arts,0.15,0.04,0,0.02,0.22
6207,G.I. Joe: The Rise of Cobra,X360,2005,Action,Electronic Arts,0.17,0.04,0,0.01,0.22
6208,From Russia With Love,GC,2009,Action,Atari,0.15,0.05,0,0.02,0.22
6209,Afro Samurai,X360,2009,Misc,Activision,0.11,0.09,0,0.02,0.22
6210,Guitar Hero: Smash Hits,PS2,2001,Sports,Acclaim Entertainment,0.11,0.08,0,0.03,0.22
6211,NFL Quarterback Club 2002,PS2,1997,Puzzle,Nintendo,0,0,0.22,0,0.22
6212,Kirby's Star Stacker,GB,2008,Role-Playing,Rising Star Games,0.2,0,0,0.02,0.22
6213,Luminous Arc 2,DS,2009,Puzzle,Electronic Arts,0.01,0.19,0,0.02,0.22
6214,Hasbro Family Game Night,DS,2008,Adventure,Atari,0.04,0,0.17,0,0.22
6215,Dragon Ball: Origins (JP & incomplete US sales),DS,2005,Sports,Sony Computer Entertainment,0.2,0,0,0.02,0.22
6216,NBA 06,PSP,2006,Role-Playing,Rising Star Games,0.11,0.08,0,0.03,0.22
6217,Growlanser: Heritage of War,PS2,2007,Racing,THQ,0.18,0.01,0.01,0.02,0.22
6218,Juiced 2: Hot Import Nights,PS3,2006,Sports,Tecmo Koei,0.13,0.01,0.06,0.01,0.22
6219,Dead or Alive Xtreme 2,X360,2003,Sports,Electronic Arts,0.11,0.08,0,0.03,0.22
6220,Rugby 2004,PS2,2002,Action,Nintendo,0.16,0.06,0,0,0.22
6221,Disney's Magical Quest Starring Mickey and Minnie,GBA,2005,Misc,Crave Entertainment,0.2,0,0,0.02,0.22
6222,Pinball Hall of Fame: The Gottlieb Collection,PSP,2003,Platform,Tomy Corporation,0.16,0.06,0,0,0.22
6223,Naruto: Ninja Council,GBA,2007,Adventure,Tecmo Koei,0,0,0.22,0,0.22
6224,DS Nishimura Kyotaro Suspense Shin Tantei Series: Kyoto Atami Zekkai no Kotou - Satsui no Wana,DS,2002,Racing,Activision,0.11,0.08,0,0.03,0.22
6225,Wreckless: ThE YaKuza MisSiOns,PS2,2006,Sports,Konami Digital Entertainment,0,0,0.22,0,0.22
6226,Jikkyou Powerful Major League,PS2,2002,Sports,Sega,0.17,0.04,0,0.01,0.22
6227,NFL 2K3,GC,2009,Sports,Electronic Arts,0.1,0.07,0,0.04,0.22
6228,Tiger Woods PGA Tour 10,PSP,2001,Sports,Take-Two Interactive,0.12,0.08,0,0.01,0.22
6229,Saltwater Sportfishing,PS,2005,Platform,Nintendo,0,0,0.22,0,0.22
6230,Yoshi Touch & Go (JP sales),DS,2003,Platform,Zoo Digital Publishing,0.16,0.06,0,0,0.22
6231,Samurai Jack: The Amulet of Time,GBA,2008,Strategy,Electronic Arts,0.15,0.05,0,0.02,0.22
6232,Command & Conquer 3: Kane's Wrath,X360,2008,Sports,Konami Digital Entertainment,0,0,0.22,0,0.22
6233,J-League Winning Eleven 2008: Club Championship,PS2,2010,Simulation,Atari,0.2,0,0,0.02,0.22
6234,Project Runway,Wii,1999,Racing,Electronic Arts,0.12,0.08,0,0.01,0.22
6235,Sports Car GT,PS,1999,Action,Sony Computer Entertainment,0.12,0.08,0,0.01,0.22
6236,Jackie Chan: Stuntmaster,PS,2004,Action,THQ,0.17,0.04,0,0.01,0.22
6237,Scooby-Doo! Mystery Mayhem,GC,2010,Sports,Activision,0.15,0.05,0,0.02,0.22
6238,Tony Hawk: Shred,X360,1995,Sports,Sega,0,0,0.22,0,0.22
6239,Kanzen Chuuki Pro Yakyuu Greatest Nine,SAT,2010,Action,Warner Bros. Interactive Entertainment,0.15,0.04,0,0.02,0.22
6240,Batman: The Brave and the Bold the Videogame,Wii,2010,Misc,Konami Digital Entertainment,0.19,0.01,0,0.02,0.22
6241,Def Jam Rapstar,X360,2003,Misc,Codemasters,0.15,0.06,0,0,0.22
6242,American Idol,GBA,2002,Misc,THQ,0.15,0.06,0,0,0.22
6243,Britney's Dance Beat,GBA,2005,Action,Activision,0.17,0.04,0,0.01,0.22
6244,Shrek SuperSlam,GC,1993,Action,Namco Bandai Games,0,0,0.22,0,0.22
6245,Sailor Moon,SNES,2012,Racing,Sony Computer Entertainment,0.09,0.1,0,0.02,0.22
6246,Wipeout 2048,PSV,2012,Adventure,Namco Bandai Games,0,0,0.22,0,0.22
6247,AKB1/149: Love Election,PSP,2008,Action,Activision,0.11,0.07,0,0.03,0.22
6248,Madagascar: Escape 2 Africa,PS3,2002,Adventure,Eidos Interactive,0.11,0.08,0,0.03,0.22
6249,Herdy Gerdy,PS2,2008,Misc,MTV Games,0.2,0,0,0.02,0.22
6250,AC/DC LIVE: Rock Band Track Pack,PS3,2009,Action,Tecmo Koei,0.15,0.01,0.04,0.02,0.22
6251,Dynasty Warriors 6 Empires,X360,2008,Puzzle,Rising Star Games,0.05,0.14,0,0.03,0.22
6252,Cradle of Rome,DS,2010,Action,THQ,0.1,0.09,0,0.02,0.22
6253,The Penguins of Madagascar,DS,2009,Misc,Activision,0.1,0.09,0,0.02,0.21
6254,Guitar Hero: Van Halen,X360,2009,Misc,Ubisoft,0.2,0,0,0.02,0.21
6255,Scrabble,DS,2000,Sports,Konami Digital Entertainment,0.12,0.08,0,0.01,0.21
6256,NBA in the Zone 2000,PS,2001,Sports,THQ,0.11,0.08,0,0.03,0.21
6257,Dark Summit,PS2,2001,Sports,Activision Value,0.12,0.08,0,0.01,0.21
6258,Cabela's Big Game Hunter: Ultimate Challenge,PS,2005,Sports,Sony Computer Entertainment,0.2,0,0,0.02,0.21
6259,NBA,PSP,2004,Racing,Ubisoft,0.11,0.08,0,0.03,0.21
6260,The Dukes of Hazzard: Return of the General Lee,PS2,2007,Shooter,Eidos Interactive,0.2,0,0,0.02,0.21
6261,Touch the Dead,DS,1996,Platform,BMG Interactive Entertainment,0.12,0.08,0,0.01,0.21
6262,Pandemonium!,PS,2005,Misc,Namco Bandai Games,0.17,0.04,0,0.01,0.21
6263,Namco Museum: 50th Anniversary,GC,2004,Racing,Eidos Interactive,0.11,0.08,0,0.03,0.21
6264,Crash 'N' Burn,PS2,2009,Fighting,Ubisoft,0.11,0.08,0,0.03,0.21
6265,Teenage Mutant Ninja Turtles: Smash-Up,PS2,1997,Sports,Sega,0,0,0.21,0,0.21
6266,Pro Yakyuu Greatest Nine '97,SAT,2009,Racing,Zoo Digital Publishing,0.2,0,0,0.02,0.21
6267,ATV Quad Kings,Wii,2007,Sports,Detn8 Games,0.2,0,0,0.02,0.21
6268,Ultimate Duck Hunting: Hunting & Retrieving Ducks,Wii,2008,Role-Playing,Nippon Ichi Software,0.03,0,0.18,0,0.21
6269,"What Did I Do to Deserve This, My Lord!? 2",PSP,1997,Role-Playing,Kadokawa Shoten,0,0,0.21,0,0.21
6270,Lunar: Silver Star Story Complete,SAT,2008,Simulation,Atari,0.19,0.01,0,0.02,0.21
6271,What's Cooking? Jamie Oliver,DS,2013,Puzzle,Level 5,0,0,0.21,0,0.21
6272,Professor Layton and the Legacy of Civilization A,3DS,2007,Sports,Namco Bandai Games,0,0,0.21,0,0.21
6273,Dorabase DS: Dramatic Stadium,DS,2002,Action,Agetec,0.03,0.02,0.15,0.01,0.21
6274,Disaster Report,PS2,1997,Adventure,Imagineer,0,0,0.21,0,0.21
6275,EVE: burst error,SAT,2008,Simulation,505 Games,0.2,0,0,0.02,0.21
6276,Discovery Kids: Dolphin Discovery,DS,2011,Action,Activision,0.08,0.09,0,0.04,0.21
6277,Transformers: Dark of the Moon,PS3,2008,Racing,Warner Bros. Interactive Entertainment,0.1,0.08,0,0.03,0.21
6278,Speed Racer: The Videogame,PS2,2006,Adventure,THQ,0.17,0.04,0,0.01,0.21
6279,Bratz: Forever Diamondz,GC,1999,Action,Electronic Arts,0.12,0.08,0,0.01,0.21
6280,WCW Backstage Assault,PS,2012,Simulation,Konami Digital Entertainment,0.09,0.03,0.08,0.02,0.21
6281,Zone of the Enders HD Collection,PS3,2000,Racing,Imagineer,0.1,0.08,0,0.03,0.21
6282,Wild Wild Racing,PS2,2004,Role-Playing,Ubisoft,0.1,0.08,0,0.03,0.21
6283,The Bard's Tale,PS2,2006,Misc,Hudson Soft,0,0,0.21,0,0.21
6284,Momotarou Dentetsu 16,PS2,2002,Shooter,TDK Mediactive,0.15,0.06,0,0,0.21
6285,Robotech: The Macross Saga,GBA,2008,Simulation,Ubisoft,0.2,0,0,0.02,0.21
6286,Petz Monkeyz House,DS,N/A,Fighting,N/A,0.1,0.08,0,0.03,0.21
6287,Yu Yu Hakusho: Dark Tournament,PS2,2003,Fighting,Gotham Games,0.16,0.05,0,0.01,0.21
6288,MTV Celebrity Deathmatch,XB,2010,Action,Namco Bandai Games,0,0,0.21,0,0.21
6289,Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack,PS3,2008,Misc,Activision,0.2,0,0,0.02,0.21
6290,Shrek's Carnival Craze Party Games,DS,2007,Strategy,Sega,0.2,0,0,0.02,0.21
6291,Dinosaur King,DS,2002,Strategy,Ubisoft,0.1,0.08,0,0.03,0.21
6292,Conflict Zone,PS2,2010,Adventure,Deep Silver,0.04,0.13,0,0.04,0.21
6293,Prison Break: The Conspiracy,PS3,2009,Misc,Atlus,0.19,0,0,0.02,0.21
6294,101-in-1 Party Megamix Wii,Wii,2002,Shooter,Universal Interactive,0.16,0.05,0,0.01,0.21
6295,BloodRayne,XB,2009,Misc,Electronic Arts,0.1,0.08,0,0.03,0.21
6296,Trivial Pursuit,PS3,2010,Action,THQ,0.1,0.11,0,0,0.21
6297,The Last Airbender,Wii,2005,Sports,Electronic Arts,0.2,0,0,0.02,0.21
6298,MVP Baseball,PSP,2007,Action,Vivendi Games,0.03,0.12,0,0.06,0.21
6299,Aliens vs Predator: Requiem,PSP,2005,Sports,Take-Two Interactive,0.16,0.05,0,0.01,0.21
6300,NHL 2K6,XB,2010,Puzzle,Storm City Games,0.1,0.09,0,0.02,0.21
6301,Jewels of the Tropical Lost Island,DS,2004,Action,Activision,0.16,0.05,0,0.01,0.21
6302,Tenchu: Return From Darkness,XB,2005,Misc,Take-Two Interactive,0.1,0.08,0,0.03,0.21
6303,World Poker Tour,PS2,2004,Shooter,Konami Digital Entertainment,0.1,0.08,0,0.03,0.21
6304,Neo Contra,PS2,2008,Sports,Atari,0.2,0,0,0.02,0.21
6305,Backyard NFL Football '09,Wii,1981,Sports,Atari,0.2,0.01,0,0,0.21
6306,RealSports Baseball,2600,N/A,Puzzle,Sears,0.2,0.01,0,0,0.21
6307,Breakaway IV,2600,N/A,Action,Activision,0.2,0.01,0,0,0.21
6308,Ghostbusters II,2600,2009,Role-Playing,Activision,0.16,0.03,0,0.03,0.21
6309,Marvel: Ultimate Alliance 2,PSP,2008,Adventure,Ubisoft,0.2,0,0,0.02,0.21
6310,Petz Rescue: Endangered Paradise,DS,2011,Role-Playing,Gust,0.03,0,0.18,0,0.21
6311,Atelier Meruru: Alchemist of Arland 3,PS3,2007,Puzzle,Activision,0.03,0.17,0,0.01,0.21
6312,Jewel Quest: Expeditions,DS,2004,Action,Capcom,0.1,0.08,0,0.03,0.21
6313,Viewtiful Joe 2,PS2,2001,Shooter,Electronic Arts,0.1,0.08,0,0.03,0.21
6314,Quake III: Revolution,PS2,2005,Platform,Namco Bandai Games,0.1,0.08,0,0.03,0.21
6315,Pac-Man World 3,PS2,2010,Adventure,Focus Home Interactive,0.05,0.13,0,0.03,0.21
6316,Sherlock Holmes and the Mystery of Osborne House,DS,2009,Simulation,E-Frontier,0,0.17,0,0.04,0.21
6317,Dawn of Discovery,PC,2006,Sports,Nintendo,0.13,0,0.07,0.01,0.21
6318,Super Swing Golf,Wii,2012,Sports,Konami Digital Entertainment,0.03,0.16,0,0.03,0.21
6319,Pro Evolution Soccer 2013,X360,2003,Fighting,Tomy Corporation,0,0,0.21,0.01,0.21
6320,Naruto: Clash of Ninja (JP sales),GC,2005,Sports,Electronic Arts,0.19,0.01,0,0.02,0.21
6321,SSX On Tour,PSP,N/A,Shooter,Unknown,0.16,0.05,0,0.01,0.21
6322,Robotech: Battlecry,XB,1996,Adventure,Pioneer LDC,0,0,0.2,0.01,0.21
6323,NOëL: NOT DiGITAL,PS,1995,Fighting,Namco Bandai Games,0,0,0.21,0,0.21
6324,Dragon Ball Z Hyper Dimension,SNES,2000,Fighting,Acclaim Entertainment,0.12,0.08,0,0.01,0.21
6325,HBO Boxing,PS,2010,Adventure,THQ,0.15,0.04,0,0.02,0.21
6326,Megamind: The Blue Defender,DS,2005,Shooter,Ubisoft,0.16,0.05,0,0.01,0.21
6327,Darkwatch,XB,N/A,Sports,Home Entertainment Suppliers,0,0.16,0,0.05,0.21
6328,Jonah Lomu Rugby Challenge,PS3,2012,Action,Activision,0.11,0.07,0,0.03,0.21
6329,Transformers: Fall of Cybertron,PS3,2007,Action,Warner Bros. Interactive Entertainment,0.19,0,0,0.02,0.21
6330,Looney Tunes: Acme Arsenal,Wii,2011,Puzzle,Focus Home Interactive,0,0.17,0,0.04,0.21
6331,Angry Birds,PC,2005,Strategy,Square Enix,0,0,0.21,0,0.21
6332,Front Mission 5: Scars of the War,PS2,2003,Platform,Capcom,0.1,0.08,0,0.03,0.21
6333,Maximo vs Army of Zin,PS2,2003,Platform,THQ,0.16,0.04,0,0.01,0.21
6334,The Fairly OddParents: Breakin' Da Rules,GC,2002,Role-Playing,THQ,0.1,0.08,0,0.03,0.21
6335,Summoner 2,PS2,2012,Fighting,Namco Bandai Games,0.11,0.07,0.01,0.02,0.21
6336,Tekken Tag Tournament 2,X360,2002,Platform,TDK Mediactive,0.12,0.08,0,0.01,0.21
6337,The Land Before Time: Big Water Adventure,PS,2009,Misc,MTV Games,0.19,0,0,0.02,0.21
6338,Rock Band Country Track Pack,X360,2008,Fighting,Electronic Arts,0.19,0,0,0.02,0.21
6339,FaceBreaker K.O. Party,Wii,2006,Role-Playing,Nippon Ichi Software,0.15,0,0.04,0.01,0.21
6340,Disgaea: Afternoon of Darkness,PSP,2011,Racing,Electronic Arts,0.08,0.1,0.01,0.02,0.21
6341,Need for Speed: The Run,Wii,2001,Adventure,Konami Digital Entertainment,0.09,0.07,0.03,0.02,0.21
6342,Shadow of Destiny,PS2,2009,Action,Activision,0.1,0.07,0,0.04,0.21
6343,Indiana Jones and the Staff of Kings,PSP,2009,Sports,Codemasters,0,0.2,0,0.01,0.21
6344,Ashes Cricket 2009,Wii,N/A,Role-Playing,Sega,0,0,0.21,0,0.21
6345,Valkyria Chronicles III: Unrecorded Chronicles,PSP,2003,Sports,Activision Value,0.16,0.05,0,0.01,0.21
6346,Cabela's Deer Hunt: 2004 Season,XB,2009,Adventure,Ubisoft,0.19,0,0,0.02,0.21
6347,Cloudy With a Chance of Meatballs,DS,2010,Fighting,Namco Bandai Games,0.09,0.01,0.09,0.01,0.21
6348,Dragon Ball Z: Tenkaichi Tag Team,PSP,1999,Platform,Crave Entertainment,0.17,0.04,0,0,0.21
6349,Gex 3: Deep Cover Gecko,N64,1999,Misc,Hasbro Interactive,0.17,0.04,0,0,0.21
6350,Monopoly,N64,2000,Racing,Midway Games,0.17,0.04,0,0,0.21
6351,Cruis'n Exotica,N64,1998,Fighting,THQ,0.17,0.04,0,0,0.21
6352,WCW Nitro,N64,1999,Shooter,Virgin Interactive,0.17,0.04,0,0,0.21
6353,WinBack: Covert Operations,N64,1997,Fighting,Interplay,0.17,0.04,0,0,0.21
6354,ClayFighter 63 1/3,N64,2011,Role-Playing,Sony Online Entertainment,0.14,0.05,0,0.02,0.21
6355,DC Universe Online,PC,2011,Action,Capcom,0.12,0.06,0,0.02,0.21
6356,Dead Rising 2: Off the Record,X360,1996,Role-Playing,Seta Corporation,0,0,0.2,0.01,0.21
6357,Bastard!! Utsuro Naru Kamigami no Utsuwa,PS,1996,Fighting,SNK,0,0,0.21,0,0.21
6358,The King of Fighters '96,SAT,2010,Misc,Electronic Arts,0.18,0.01,0,0.02,0.21
6359,Create,Wii,2003,Action,Electronic Arts,0.16,0.04,0,0.01,0.21
6360,Bionicle,GC,2007,Sports,505 Games,0.19,0,0,0.02,0.21
6361,Brunswick Pro Bowling,PSP,2012,Shooter,Electronic Arts,0.09,0.09,0,0.03,0.21
6362,Medal of Honor: Warfighter,PC,2011,Misc,Nordic Games,0,0.18,0,0.03,0.21
6363,We Sing Deutsche Hits,Wii,1997,Role-Playing,On Demand,0.12,0.08,0,0.01,0.21
6364,Angel Blade: Neo Tokyo Guardians,PS,1999,Role-Playing,Square,0.12,0.08,0,0.01,0.21
