Pos,Game,Platform,Year,Genre,Publisher,North America,Europe,Japan,Rest of World,Global
8884,Sudokuro,DS,1996,Sports,Konami Digital Entertainment,0.01,0,0.09,0.01,0.11
8885,Goal Storm '97,PS,2005,Action,Nintendo,0.08,0.03,0,0,0.11
8886,Dynasty Warriors Advance,GBA,2000,Misc,Aruze Corp,0,0,0.1,0.01,0.11
8887,Pachi-Slot Aruze Oukoku 3,PS,2010,Sports,Activision,0.1,0,0,0.01,0.11
8888,Cabela's Dangerous Hunts 2011,DS,2010,Puzzle,Scholastic Inc.,0.1,0,0,0.01,0.11
8889,I Spy: Universe,DS,2005,Sports,Electronic Arts,0.1,0,0,0.01,0.11
8890,FIFA Soccer 06,PSP,2009,Puzzle,Zoo Digital Publishing,0.1,0,0,0.01,0.11
8891,Puzzle Kingdoms,Wii,2000,Puzzle,3DO,0.05,0.04,0,0.01,0.11
8892,Aqua Aqua,PS2,2011,Sports,Ubisoft,0.1,0,0,0.01,0.11
8893,Fit in Six,PS3,2006,Action,Vivendi Games,0.1,0,0,0.01,0.11
8894,Eragon,PSP,2005,Platform,Capcom,0.08,0.03,0,0,0.11
8895,Mega Man Zero 4,GBA,2011,Fighting,505 Games,0.08,0.01,0,0.01,0.11
8896,Hulk Hogan's Main Event,X360,2006,Sports,Electronic Arts,0.1,0,0,0.01,0.11
8897,FIFA World Cup Germany 2006,PSP,1999,Sports,Hot-B,0.06,0.04,0,0.01,0.11
8898,Black Bass with Blue Marlin,PS,2005,Role-Playing,Capcom,0,0,0.11,0,0.11
8899,Mega Man Battle Network 5: Double Team DS (JP sales),DS,2006,Adventure,Aqua Plus,0,0,0.11,0,0.11
8900,Utawarerumono: Chiriyukusha e no Komoriuta,PS2,2005,Sports,Electronic Arts,0.08,0.02,0,0,0.11
8901,Tiger Woods PGA Tour 06,GC,1995,Sports,Human Entertainment,0,0,0.1,0.01,0.11
8902,Hyper Formation Soccer,PS,1994,Shooter,Acclaim Entertainment,0.06,0.04,0,0.01,0.11
8903,Jupiter Strike,PS,2011,Platform,THQ,0.07,0.03,0,0.01,0.11
8904,de Blob 2,X360,2011,Role-Playing,Unknown,0,0,0.11,0,0.11
8905,Saigo no Yakusoku no Monogatari,PSP,1999,Adventure,Konami Digital Entertainment,0,0,0.1,0.01,0.11
8906,Metal Gear Solid Integral,PS,2011,Shooter,Warner Bros. Interactive Entertainment,0.02,0.07,0,0.02,0.11
8907,F.E.A.R. 3,PC,2007,Misc,Gameloft,0.1,0,0,0.01,0.11
8908,Guitar Rock Tour,DS,2009,Action,Majesco Entertainment,0.1,0,0,0.01,0.11
8909,Go Play: Circus Star,Wii,2010,Misc,Ubisoft,0.1,0,0,0.01,0.11
8910,Who Wants to Be a Millionaire: 3rd Edition,Wii,2008,Action,Electronic Arts,0.1,0,0,0.01,0.11
8911,Ninja Reflex,Wii,2008,Sports,Midway Games,0.1,0,0,0.01,0.11
8912,NBA Ballers: Chosen One,PS3,2002,Shooter,BAM! Entertainment,0.08,0.02,0,0,0.11
8913,Reign of Fire,GC,2012,Action,Warner Bros. Interactive Entertainment,0.03,0.06,0,0.02,0.11
8914,LEGO The Lord of the Rings,PC,2000,Adventure,Sega,0,0,0.11,0,0.11
8915,Sakura Wars,DC,2010,Racing,Deep Silver,0.05,0.04,0,0.02,0.11
8916,nail'd,PS3,2008,Sports,Midway Games,0.09,0,0,0.01,0.11
8917,Blitz: The League II,PS3,2009,Shooter,Activision,0.1,0,0,0.01,0.11
8918,Jurassic: The Hunted,X360,2006,Misc,Sony Computer Entertainment,0.05,0.04,0,0.01,0.11
8919,Jampack Volume 14 (RP-T),PS2,2009,Sports,Sega,0,0,0.11,0,0.11
8920,Pro Yakyuu Team o Tsukurou! 2,DS,2003,Shooter,Electronic Arts,0.08,0.02,0,0,0.11
8921,Mace Griffin: Bounty Hunter,XB,1999,Racing,Konami Digital Entertainment,0.06,0.04,0,0.01,0.11
8922,Woody Woodpecker Racing,PS,2001,Adventure,Take-Two Interactive,0.06,0.04,0,0.01,0.11
8923,Martian Gothic: Unification,PS,2007,Role-Playing,Square Enix,0,0,0.11,0,0.11
8924,Final Fantasy XII International Zodiac Job System,PS2,2004,Fighting,Vivendi Games,0.08,0.02,0,0,0.11
8925,Fight Club,XB,1995,Strategy,ArtDink,0.01,0.01,0.09,0.01,0.11
8926,Carnage Heart,PS,2009,Fighting,Namco Bandai Games,0,0,0.11,0,0.11
8927,Kamen Rider: Climax Heroes,PS2,1998,Adventure,Take-Two Interactive,0.06,0.04,0,0.01,0.11
8928,"Grand Theft Auto: Mission Pack #1, London 1969",PS,2004,Misc,N/A,0.08,0.03,0,0,0.11
8929,Disney Channel Collection Vol. 1,GBA,2002,Racing,Empire Interactive,0.05,0.04,0,0.01,0.11
8930,Total Immersion Racing,PS2,1995,Role-Playing,Sega,0,0,0.11,0,0.11
8931,Virtual Hydlide,SAT,N/A,Racing,Black Bean Games,0,0.09,0,0.01,0.11
8932,WRC: FIA World Rally Championship,X360,2009,Role-Playing,Nippon Ichi Software,0.07,0,0.03,0.01,0.11
8933,A Witch's Tale,DS,N/A,Action,Warner Bros. Interactive Entertainment,0.02,0.07,0,0.02,0.11
8934,LEGO Harry Potter: Years 5-7,PC,2002,Shooter,Activision,0.08,0.03,0,0,0.11
8935,Space Invaders,GBA,1999,Strategy,Namco Bandai Games,0.06,0.04,0,0.01,0.11
8936,Digimon Digital Card Battle,PS,2009,Sports,Activision,0.1,0,0,0.01,0.11
8937,Mountain Sports,Wii,2006,Sports,Konami Digital Entertainment,0,0,0.11,0,0.11
8938,Jikkyou Powerful Pro Yakyuu 13 Ketteiban,PS2,2008,Misc,Konami Digital Entertainment,0.1,0,0,0.01,0.11
8939,Karaoke Revolution Presents American Idol Encore,X360,N/A,Puzzle,Unknown,0.1,0,0,0.01,0.11
8940,Bejeweled 3,X360,2010,Strategy,Sony Computer Entertainment,0,0,0.11,0,0.11
8941,Yuusha no Kuse ni Namaikida Or 3D,PSP,2005,Shooter,Electronic Arts,0.08,0.02,0,0,0.11
8942,Dead to Rights II,XB,2009,Misc,Sony Computer Entertainment,0.1,0,0,0.01,0.11
8943,SingStar Latino,PS3,1995,Shooter,Sony Computer Entertainment,0.03,0.02,0.05,0.01,0.11
8944,Project: Horned Owl,PS,1995,Role-Playing,Namco Bandai Games,0,0,0.11,0,0.11
8945,Dragon Ball Z Super Gokuden: Kakusei-Hen,SNES,2005,Sports,Activision,0.08,0.02,0,0,0.11
8946,Cabela's Dangerous Hunts 2,XB,2010,Fighting,Konami Digital Entertainment,0,0,0.11,0,0.11
8947,Fairy Tail: Portable Guild,PSP,2003,Simulation,"Destination Software, Inc",0.08,0.03,0,0,0.11
8948,SimCity 2000,GBA,2008,Racing,Black Bean Games,0.1,0,0,0.01,0.11
8949,Corvette Evolution GT,DS,2000,Sports,THQ,0.06,0.04,0,0.01,0.11
8950,Brunswick Circuit Pro Bowling 2,PS,1995,Adventure,Acclaim Entertainment,0,0,0.1,0.01,0.11
8951,D,PS,2006,Misc,Namco Bandai Games,0,0,0.1,0,0.1
8952,Ennichi no Tatsujin,Wii,N/A,Strategy,Ghostlight,0.07,0,0.03,0.01,0.1
8953,Record of Agarest War Zero,PS3,2009,Action,O-Games,0.1,0,0,0.01,0.1
8954,Hysteria Hospital: Emergency Ward,DS,1995,Role-Playing,ASCII Entertainment,0,0,0.1,0,0.1
8955,Wizardry VI: Bane of the Cosmic Forge,SNES,2011,Action,Konami Digital Entertainment,0,0,0.1,0,0.1
8956,Busou Shinki: Battle Masters Mk. 2,PSP,2005,Sports,Konami Digital Entertainment,0,0,0.1,0,0.1
8957,Power Pocket Koushien,DS,2002,Sports,Midway Games,0.05,0.04,0,0.01,0.1
8958,Gravity Games Bike: Street Vert Dirt,PS2,2010,Sports,Konami Digital Entertainment,0,0,0.1,0,0.1
8959,Pro Yakyuu Spirits 2010,PS2,2008,Sports,Zoo Digital Publishing,0.1,0,0,0.01,0.1
8960,Skate City Heroes,Wii,2005,Sports,Take-Two Interactive,0.05,0.04,0,0.01,0.1
8961,Top Spin,PS2,2006,Sports,Enterbrain,0,0,0.1,0,0.1
8962,Derby Stallion P,PSP,2011,Role-Playing,Konami Digital Entertainment,0,0,0.1,0,0.1
8963,Frontier Gate,PSP,2011,Racing,Codemasters,0,0.08,0,0.02,0.1
8964,DiRT 3,PC,2003,Fighting,Capcom,0.08,0.02,0,0,0.1
8965,UFC: Tapout 2,XB,2009,Misc,Warner Bros. Interactive Entertainment,0.09,0,0,0.01,0.1
8966,Scene It? Bright Lights! Big Screen!,PS3,2007,Simulation,Konami Digital Entertainment,0,0,0.1,0,0.1
8967,Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,DS,2008,Misc,Crave Entertainment,0.09,0,0,0.01,0.1
8968,Pinball Hall of Fame: The Williams Collection,PSP,2003,Sports,Konami Digital Entertainment,0,0,0.1,0,0.1
8969,Jikkyou Powerful Pro Yakyuu 10,GC,2003,Platform,Acclaim Entertainment,0.08,0.02,0,0,0.1
8970,Vexx,XB,2003,Racing,Electronic Arts,0.05,0.04,0,0.01,0.1
8971,F1 Career Challenge,PS2,2005,Action,Groove Games,0.08,0.02,0,0,0.1
8972,Pariah,XB,2005,Sports,Zoo Digital Publishing,0.08,0.02,0,0,0.1
8973,Cabela's Outdoor Adventures,XB,2004,Shooter,Ignition Entertainment,0.08,0.02,0,0,0.1
8974,Metal Slug 3,XB,2006,Action,Activision,0.1,0,0,0.01,0.1
8975,X-Men: The Official Game,DS,2004,Racing,Take-Two Interactive,0.05,0.04,0,0.01,0.1
8976,Motocross Mania 3,PS2,2009,Sports,Namco Bandai Games,0,0,0.1,0,0.1
8977,Pro Yakyuu Famista DS 2009,DS,N/A,Racing,Unknown,0.07,0.03,0,0,0.1
8978,Banjo-Pilot,GBA,2005,Sports,Tecmo Koei,0.02,0.02,0.06,0.01,0.1
8979,Gallop Racer 2006,PS2,2008,Action,D3Publisher,0.1,0,0,0.01,0.1
8980,Onechanbara: Bikini Zombie Slayers,Wii,2010,Role-Playing,Namco Bandai Games,0,0,0.1,0,0.1
8981,Digimon Story: Lost Evolution,DS,2005,Platform,Konami Digital Entertainment,0.05,0.04,0,0.01,0.1
8982,Frogger: Ancient Shadow,PS2,2009,Shooter,Take-Two Interactive,0,0.08,0,0.02,0.1
8983,Borderlands,PC,2011,Action,Warner Bros. Interactive Entertainment,0.02,0.07,0,0.02,0.1
8984,The Lord of the Rings: War in the North,PC,2010,Platform,D3Publisher,0.05,0.04,0,0.01,0.1
8985,Despicable Me: The Game,PS2,2003,Shooter,Vivendi Games,0.08,0.02,0,0,0.1
8986,Metal Arms: Glitch in the System,GC,2005,Adventure,Ubisoft,0.08,0.02,0,0,0.1
8987,Tom Clancy's Splinter Cell: Chaos Theory,GC,2008,Misc,Ubisoft,0.09,0,0,0.01,0.1
8988,My Chinese Coach,DS,2001,Adventure,LucasArts,0.05,0.04,0,0.01,0.1
8989,Escape From Monkey Island,PS2,2011,Adventure,Ubisoft,0.08,0.02,0,0.01,0.1
8990,NCIS,X360,2005,Sports,Sony Computer Entertainment,0.1,0,0,0.01,0.1
8991,Gretzky NHL,PSP,2000,Racing,Nintendo,0,0,0.1,0,0.1
8992,Mickey's Speedway USA (weekly JP sales),N64,2009,Strategy,THQ,0.1,0,0,0.01,0.1
8993,Desktop Tower Defense,DS,2006,Adventure,Sony Computer Entertainment,0,0,0.1,0,0.1
8994,Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,PSP,2009,Simulation,THQ,0.1,0,0,0.01,0.1
8995,Girl Time,DS,2012,Action,Activision,0.08,0.01,0,0.01,0.1
8996,The Amazing Spider-Man,3DS,2011,Sports,Sega,0,0.07,0,0.04,0.1
8997,Football Manager 2012,PSP,2010,Misc,Graffiti,0.1,0,0,0.01,0.1
8998,Reader Rabbit Kindergarten,Wii,2008,Puzzle,Game Factory,0.09,0,0,0.01,0.1
8999,Zenses: Rainforest,DS,2008,Puzzle,Midway Games,0.09,0,0,0.01,0.1
9000,Mechanic Master,DS,2007,Misc,Hudson Soft,0,0,0.1,0,0.1
9001,Momotarou Dentetsu 16,Wii,2007,Misc,Hudson Soft,0,0,0.1,0,0.1
9002,Momotarou Dentetsu 16,Wii,2009,Simulation,Electronic Arts,0.09,0.01,0,0.01,0.1
9003,SimAnimals Africa,Wii,2009,Simulation,Activision,0.1,0,0,0.01,0.1
9004,Animal Planet: Vet Life,DS,2002,Simulation,Sony Computer Entertainment,0.05,0.04,0,0.01,0.1
9005,Dropship: United Peace Force,PS2,2003,Racing,DSI Games,0.07,0.03,0,0,0.1
9006,Road Rash: Jailbreak,GBA,2006,Misc,Activision,0.1,0,0,0.01,0.1
9007,World Series of Poker: Tournament of Champions 2007 Edition,PSP,2009,Simulation,THQ,0.1,0,0,0.01,0.1
9008,Paws & Claws Pet Vet: Australian Adventures,DS,2003,Action,Microids,0.08,0.02,0,0,0.1
9009,Syberia,XB,2007,Adventure,PQube,0.05,0,0.05,0,0.1
9010,Jake Hunter Detective Story: Memories of the Past,DS,2002,Sports,THQ,0.02,0.01,0.07,0,0.1
9011,G1 Jockey 3,PS2,2008,Puzzle,Game Factory,0.09,0.01,0,0.01,0.1
9012,Rubik's World,DS,N/A,Sports,N/A,0,0,0.1,0,0.1
9013,Atsumare! Power Pro Kun no DS Koushien,DS,1995,Shooter,Acclaim Entertainment,0.06,0.04,0,0.01,0.1
9014,Revolution X,PS,2004,Role-Playing,Sting,0.07,0.03,0,0,0.1
9015,Riviera: The Promised Land,GBA,2006,Role-Playing,Sony Computer Entertainment,0.1,0,0,0,0.1
9016,Brave Story: New Traveler (US sales),PSP,2009,Adventure,Majesco Entertainment,0.09,0,0,0.01,0.1
9017,Escape The Museum,Wii,2007,Shooter,CyberFront,0,0.08,0,0.02,0.1
9018,The Orange Box,PC,2004,Simulation,Mastiff,0.07,0.03,0,0,0.1
9019,Top Gun: Combat Zones,GBA,2003,Fighting,505 Games,0.05,0.04,0,0.01,0.1
9020,Bujingai: The Forsaken City,PS2,2008,Sports,Tecmo Koei,0.1,0,0,0.01,0.1
9021,Tecmo Bowl: Kickoff,DS,2004,Misc,Sony Computer Entertainment,0,0,0.1,0,0.1
9022,Doko Demo Issho,PSP,2009,Puzzle,ValuSoft,0.1,0,0,0.01,0.1
9023,Fabulous Finds,DS,2006,Action,Sega,0.1,0,0,0.01,0.1
9024,Finding Nemo: Escape to the Big Blue,DS,2006,Misc,Zoo Digital Publishing,0.1,0,0,0.01,0.1
9025,UNO / Skip-Bo / UNO Freefall,DS,2010,Adventure,THQ,0.07,0.02,0,0.01,0.1
9026,Megamind: The Blue Defender,PSP,2003,Adventure,Ubisoft,0.08,0.02,0,0,0.1
9027,Beyond Good & Evil,XB,2005,Action,Sony Computer Entertainment,0.05,0.04,0,0.01,0.1
9028,Death By Degrees,PS2,1995,Fighting,Atlus,0,0,0.1,0.01,0.1
9029,Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu,PS,1999,Strategy,Konami Digital Entertainment,0.06,0.04,0,0.01,0.1
9030,Vandal Hearts II,PS,2008,Sports,Electronic Arts,0.1,0,0,0.01,0.1
9031,NFL Head Coach 09,X360,2011,Adventure,Kadokawa Shoten,0,0,0.1,0,0.1
9032,Toaru Majutsu no Index,PSP,2006,Action,D3Publisher,0.09,0,0,0.01,0.1
9033,Onechanbara: Bikini Samurai Squad,X360,2008,Strategy,Sega,0,0,0.1,0,0.1
9034,Culdcept DS,DS,2010,Racing,Activision,0.09,0,0,0.01,0.1
9035,Monster Jam: Path of Destruction,X360,2012,Racing,Codemasters,0.02,0.06,0,0.02,0.1
9036,F1 Race Stars,PS3,2008,Platform,Eidos Interactive,0.09,0,0,0.01,0.1
9037,Death Jr.: Root of Evil,Wii,2004,Racing,Codemasters,0.08,0.02,0,0,0.1
9038,Colin McRae Rally 04,XB,1999,Fighting,SNK,0,0,0.1,0,0.1
9039,The King of Fighters: Dream Match 1999,DC,2002,Racing,Ubisoft,0.07,0.03,0,0,0.1
9040,Monster Jam: Maximum Destruction,GBA,2007,Strategy,Atari,0.09,0,0,0.01,0.1
9041,Dungeons & Dragons Tactics,PSP,2005,Sports,Electronic Arts,0.08,0.02,0,0,0.1
9042,FIFA Street,XB,2010,Action,D3Publisher,0.05,0.05,0,0.01,0.1
9043,Yogi Bear: The Video Game,Wii,2009,Action,D3Publisher,0.09,0,0,0.01,0.1
9044,Astro Boy: The Video Game,DS,2006,Racing,Activision,0.09,0,0,0.01,0.1
9045,Pimp My Ride,X360,2007,Puzzle,Majesco Entertainment,0.09,0.01,0,0.01,0.1
9046,Cake Mania,DS,2008,Misc,Ubisoft,0.09,0,0,0.01,0.1
9047,My SAT Coach with The Princeton Review,DS,2007,Simulation,Konami Digital Entertainment,0,0,0.1,0,0.1
9048,Kirarin * Revolution: Mezase! Idol Queen,DS,2010,Action,THQ,0.08,0.01,0,0.01,0.1
9049,Marvel Super Hero Squad: The Infinity Gauntlet,X360,1998,Fighting,Acclaim Entertainment,0.06,0.04,0,0.01,0.1
9050,X-Men: Children of the Atom,PS,2009,Adventure,Sega,0.09,0,0,0.01,0.1
9051,The Hardy Boys: Treasure on the Tracks,DS,2004,Racing,THQ,0.08,0.02,0,0,0.1
9052,Hot Wheels: Stunt Track Challenge,XB,2009,Misc,Majesco Entertainment,0.09,0,0,0.01,0.1
9053,Math Blaster in the Prime Adventure,DS,2011,Misc,Broccoli,0,0,0.1,0,0.1
9054,Uta no Prince-Sama: Music,PSP,2012,Action,Disney Interactive Studios,0.08,0.01,0,0.01,0.1
9055,Disney Epic Mickey 2: The Power of Two,WiiU,2007,Action,Activision,0.09,0,0,0.01,0.1
9056,Hot Wheels Ultimate Racing,PSP,2008,Puzzle,Destineer,0.09,0,0,0.01,0.1
9057,USA Today Crossword Challenge,DS,1995,Action,Core Design Ltd.,0.06,0.04,0,0.01,0.1
9058,Shellshock,PS,1999,Adventure,Activision,0,0,0.1,0,0.1
9059,Blue Stinger,DC,2003,Fighting,Capcom,0.08,0.02,0,0,0.1
9060,Capcom vs. SNK 2 EO,XB,2009,Misc,Crave Entertainment,0.09,0,0,0.01,0.1
9061,Pinball Hall of Fame: The Williams Collection,X360,2011,Action,Konami Digital Entertainment,0,0,0.1,0,0.1
9062,Metal Gear Solid HD Edition,PS3,2011,Strategy,Namco Bandai Games,0,0,0.1,0,0.1
9063,Weiss Schwarz Portable,PSP,2002,Action,Virgin Interactive,0.08,0.02,0,0,0.1
9064,Hunter: The Reckoning,GC,2007,Misc,Paon,0,0,0.1,0,0.1
9065,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Ossu! Banchou - Yoshimune DS,DS,1999,Action,Eidos Interactive,0.06,0.04,0,0.01,0.1
9066,Urban Chaos,PS,2012,Adventure,5pb,0,0,0.1,0,0.1
9067,Robotics;Notes,PS3,2012,Action,Konami Digital Entertainment,0.05,0.04,0.01,0.01,0.1
9068,Silent Hill HD Collection,X360,2006,Platform,D3Publisher,0.09,0,0,0.01,0.1
9069,Flushed Away,DS,2009,Fighting,Namco Bandai Games,0,0,0.1,0,0.1
9070,Kamen Rider: Climax Heroes W,Wii,2007,Misc,Shogakukan,0,0,0.1,0,0.1
9071,DS Kageyama Method: Dennou Hanpuku - Tadashii Kanji Kakitori-Kun,DS,2006,Strategy,Konami Digital Entertainment,0.09,0.01,0,0.01,0.1
9072,Yu-Gi-Oh! GX: Tag Force,PSP,2006,Sports,Konami Digital Entertainment,0.09,0,0,0.01,0.1
9073,Winning Eleven: Pro Evolution Soccer 2007,X360,2003,Racing,Midway Games,0.05,0.04,0,0.01,0.1
9074,Freaky Flyers,PS2,2008,Misc,Konami Digital Entertainment,0.09,0,0,0.01,0.1
9075,Karaoke Revolution Presents American Idol Encore 2,PS3,N/A,Role-Playing,Unknown,0.06,0.02,0.02,0,0.1
9076,Baten Kaitos Origins,GC,2002,Fighting,Eidos Interactive,0.04,0.03,0.02,0.01,0.1
9077,E·O·E: Eve Of Extinction,PS2,2010,Adventure,Konami Digital Entertainment,0,0,0.1,0,0.1
9078,Penguin no Mondai: The World,DS,2001,Sports,THQ,0.08,0.02,0,0,0.1
9079,Dark Summit,XB,2007,Action,Ubisoft,0.09,0,0,0.01,0.1
9080,TMNT,PSP,2006,Action,Electronic Arts,0.09,0,0,0.01,0.1
9081,The Godfather: Mob Wars,PSP,2010,Action,THQ,0.08,0.01,0,0.01,0.1
9082,Marvel Super Hero Squad: The Infinity Gauntlet,PS3,2010,Misc,Disney Interactive Studios,0.08,0.01,0,0.01,0.1
9083,Disney Sing It: Family Hits,PS3,2003,Sports,Electronic Arts,0.08,0.02,0,0,0.1
9084,NHL 2004,GC,2009,Adventure,Idea Factory,0,0,0.1,0,0.1
9085,Hakuouki Portable,PSP,2009,Action,SouthPeak Games,0.06,0.01,0.02,0.01,0.1
9086,X-Blades,PS3,2006,Action,Activision,0.08,0.02,0,0,0.1
9087,X-Men: The Official Game,XB,2010,Misc,Nintendo,0.09,0,0,0.01,0.1
9088,Are You Smarter Than a 5th Grader? Back to School,Wii,2002,Shooter,Virgin Interactive,0.05,0.04,0,0.01,0.1
9089,RLH: Run Like Hell,PS2,2008,Action,Gamecock,0.09,0,0,0.01,0.1
9090,Mushroom Men: Rise of the Fungi,DS,2012,Action,Namco Bandai Games,0,0,0.1,0,0.1
9091,Kidou Senshi Gundam UC,PS3,2006,Platform,Midway Games,0.05,0.04,0,0.01,0.1
9092,The Ant Bully,PS2,2002,Action,Activision,0.08,0.02,0,0,0.1
9093,Minority Report: Everybody Runs,GC,2005,Shooter,Take-Two Interactive,0.08,0.02,0,0,0.1
9094,Conflict: Global Terror,XB,2005,Role-Playing,Tecmo Koei,0.02,0.02,0.05,0.01,0.1
9095,Monster Rancher EVO,PS2,2006,Action,Nintendo,0,0,0.1,0,0.1
9096,Project Hacker: Kakusei,DS,2010,Puzzle,Konami Digital Entertainment,0.09,0,0,0.01,0.1
9097,Yard Sale Hidden Treasures: Sunnyville,DS,2009,Misc,Activision,0.05,0.04,0,0.01,0.1
9098,Guitar Hero: Van Halen,PS2,1996,Sports,Coconuts Japan,0.06,0.04,0,0.01,0.1
9099,Olympic Summer Games: Atlanta 1996,PS,2010,Action,Activision,0.08,0.01,0,0.01,0.1
9100,Bakugan Battle Brawlers: Defenders of the Core,X360,2003,Platform,Take-Two Interactive,0.08,0.02,0,0,0.1
9101,Disney's The Haunted Mansion,GC,2008,Fighting,Capcom,0,0,0.1,0,0.1
9102,Tatsunoko vs. Capcom: Cross Generation of Heroes,Wii,2007,Sports,Ubisoft,0.01,0.09,0,0.01,0.1
9103,Rocky Balboa,PSP,2008,Puzzle,Square Enix,0.09,0,0,0.01,0.1
9104,Space Bust-A-Move,DS,2009,Puzzle,Destineer,0.09,0,0,0.01,0.1
9105,USA Today Puzzle Craze,DS,1995,Shooter,Acclaim Entertainment,0,0,0.1,0,0.1
9106,Darius Gaiden,SAT,2002,Sports,Sega,0.08,0.02,0,0,0.1
9107,Beach Spikers: Virtua Beach Volleyball,GC,2011,Shooter,Sega,0.06,0.03,0,0.01,0.1
9108,Conduit 2,Wii,2000,Misc,Vivendi Games,0.06,0.04,0,0.01,0.1
9109,You Don't Know Jack: Mock 2,PS,1999,Simulation,Avalon Interactive,0.06,0.04,0,0.01,0.1
9110,3D Tank Warfare Simulator Panzer Front,PS,2008,Action,Konami Digital Entertainment,0.09,0,0,0.01,0.1
9111,Hellboy: The Science of Evil,X360,2001,Role-Playing,Genki,0.05,0.04,0,0.01,0.1
9112,Jade Cocoon 2,PS2,2009,Misc,Activision,0.09,0,0,0.01,0.1
9113,Arcade Zone,Wii,2006,Simulation,Konami Digital Entertainment,0,0,0.1,0,0.1
9114,Kabushiki Baibai Trainer: Kabutore!,DS,2007,Fighting,505 Games,0.09,0,0,0.01,0.1
9115,Draglade,DS,1996,Role-Playing,Micro Cabin,0,0,0.1,0,0.1
9116,Sword & Sorcery,SAT,2004,Action,Activision,0.07,0.03,0,0,0.1
9117,Van Helsing,GBA,2007,Action,Activision,0.05,0.04,0,0.01,0.1
9118,Bee Movie Game,PS2,2002,Sports,Activision,0.08,0.02,0,0,0.1
9119,Kelly Slater's Pro Surfer,XB,2010,Simulation,D3Publisher,0,0,0.1,0,0.1
9120,Machi-Ing Maker 3 x Tousouchuu,PSP,2008,Sports,Pinnacle,0,0.1,0,0,0.1
9121,Football Director DS,DS,2011,Role-Playing,Square Enix,0,0,0.1,0,0.1
9122,Lord of Apocalypse,PSV,2004,Fighting,Ignition Entertainment,0.08,0.02,0,0,0.1
9123,SVC Chaos: SNK vs. Capcom,XB,2012,Action,Ubisoft,0.08,0.02,0,0.01,0.1
9124,Just Dance: Best of,Wii,1997,Shooter,Namco Bandai Games,0,0,0.1,0,0.1
9125,Choujikuu Yousai Macross: Ai Oboete Imasu ka,SAT,2005,Platform,Global Star,0.05,0.04,0,0.01,0.1
9126,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PS2,2008,Adventure,Atari,0.08,0.01,0,0.01,0.1
9127,Dragon Ball: Origins,DS,2011,Action,DTP Entertainment,0.06,0.03,0,0.01,0.1
9128,The Cursed Crusade,X360,2009,Shooter,505 Games,0,0.08,0,0.02,0.1
9129,ArmA II,PC,2001,Racing,Acclaim Entertainment,0.06,0.04,0,0.01,0.1
9130,Vanishing Point,PS,1998,Action,Jaleco,0.03,0.02,0.04,0.01,0.1
9131,Dragonseeds,PS,2004,Role-Playing,inXile Entertainment,0.08,0.02,0,0,0.1
9132,The Bard's Tale,XB,2010,Sports,Atari,0.09,0,0,0.01,0.1
9133,Backyard Sports Football: Rookie Rush,Wii,2007,Misc,Namco Bandai Games,0,0,0.1,0,0.1
9134,Nodame Cantabile,DS,2004,Shooter,Zoo Digital Publishing,0.05,0.04,0,0.01,0.1
9135,Alien Hominid,PS2,2009,Simulation,Ubisoft,0.09,0,0,0.01,0.1
9136,Petz Fashion: Dogz & Catz,DS,2010,Action,PQube,0.04,0,0.05,0.01,0.1
9137,Gladiator Begins,PSP,2006,Sports,Activision Value,0.09,0,0,0.01,0.1
9138,Cabela's African Safari,X360,2001,Strategy,Nintendo,0,0,0.1,0,0.1
9139,L'Aigle de Guerre,GBA,2008,Platform,Brash Entertainment,0.09,0,0,0.01,0.1
9140,Space Chimps,X360,2008,Strategy,Microsoft Game Studios,0,0.08,0,0.02,0.1
9141,Zoo Tycoon 2: Ultimate Collection,PC,1998,Misc,GameTek,0.08,0.02,0,0,0.1
9142,Jeopardy!,N64,2007,Simulation,Touchstone,0.06,0.03,0,0.01,0.1
9143,Anno 1701: Dawn of Discovery,DS,2000,Racing,Infogrames,0.08,0.02,0,0,0.1
9144,Indy Racing 2000,N64,1998,Sports,Interplay,0.08,0.02,0,0,0.1
9145,Milo's Astro Lanes,N64,2001,Role-Playing,THQ,0.08,0.02,0,0,0.1
9146,Aidyn Chronicles: The First Mage,N64,1998,Racing,Ocean,0.08,0.02,0,0,0.1
9147,GT64 Championship Edition,N64,1998,Action,Banpresto,0.08,0.02,0,0,0.1
9148,Lode Runner 3-D,N64,2000,Platform,Ubisoft,0.08,0.02,0,0,0.1
9149,Disney's Donald Duck: Goin' Quackers,N64,1997,Fighting,Culture Brain,0.08,0.02,0,0,0.1
9150,Flying Dragon,N64,1997,Sports,Konami Digital Entertainment,0,0,0.05,0.05,0.1
9151,International Superstar Soccer 64 (weekly JP sales),N64,1998,Sports,Crave Entertainment,0.08,0.02,0,0,0.1
9152,Virtual Pool 64,N64,2008,Platform,Sony Computer Entertainment,0.04,0.01,0.04,0.01,0.1
