source,target
65301,6492299
557594,6481881
556363,6481881
557594,6481881
220181,6481881
220181,6481881
557331,6481881
557331,6481881
220181,6481881
557331,6481881
525403,6492200
556398,6481881
556363,6481881
220181,6481881
65301,6490016
196364,6481881
168700,6490016
556363,6481881
220181,6481881
220181,6481881
510901,6483372
514661,6481881
556363,6481881
556363,6481881
65301,6489835
65301,6491839
557594,6481881
220181,6481881
65301,6489495
556363,6481881
220181,6481881
556398,6481881
556363,6481881
540973,6489074
220181,6481881
556363,6481881
540973,6489074
220181,6481881
540973,6488592
220181,6481881
220181,6488551
556363,6481881
556363,6481881
220181,6488297
540973,6488297
220181,6483372
220181,6483372
556363,6481881
220181,6481881
556363,6481881
220181,6481881
556398,6481881
556363,6483372
556363,6483372
556363,6483372
556398,6483372
220181,6483372
556363,6483372
52976,6483372
220181,6483372
540973,6483372
556363,6481881
429764,6481881
557331,6483372
220181,6483372
540973,6481881
540973,6481881
556363,6483372
54701,6481881
540993,6510404
556363,6509962
525403,6509962
540993,6509865
298658,6508895
556363,6508973
65301,6508973
556363,6507370
220181,6507386
563267,6507370
556363,6509865
168700,6506377
540993,6509855
556363,6508611
540993,6508701
556363,6509868
540993,6508611
65301,6508698
65301,6508665
557494,6508611
556363,6506386
556363,6508521
556363,6508611
65301,6508611
65301,6508351
540973,6507769
556363,6507769
540993,6508521
95523,6506386
556363,6508351
540993,6508351
556363,6507370
540973,6507370
556363,6507370
556363,6506386
65301,6507370
65301,6507386
556363,6507386
556363,6481881
65301,6506386
54701,6507370
540973,6505742
556363,6506271
556363,6481881
525403,6506235
65301,6505742
65301,6505891
556363,6506386
65301,6507769
65301,6507394
540993,6506386
54701,6505742
556363,6481881
557594,6481881
557494,6507370
556363,6481881
556363,6508277
556363,6481881
220181,6481881
220181,6481881
220181,6481881
556363,6507370
556363,6481881
65301,6502504
65301,6502121
65301,6502030
65301,6502027
65301,6502576
556363,6481881
525403,6502587
556363,6502587
557594,6481881
556363,6481881
525403,6502576
556363,6481881
540993,6508277
220181,6481881
556363,6481881
556363,6481881
557594,6481881
220181,6481881
220181,6481881
556398,6481881
556398,6481881
557594,6481881
220181,6481881
152535,6500871
556398,6499278
220181,6500316
556398,6481881
540993,6500994
556398,6500316
557594,6500316
556363,6500316
